text,label
"Job Title: Cloud Engineer | Education: M.Tech Computer Science | Experience: 1 years at Microsoft India | Skills: grafana, traefik, monitoring, high availability, disaster recovery, ansible, load balancing, service mesh, azure, gitops, tracing, prometheus, elk stack, sli, chef, gitlab ci, logging, consul | Summary: Published research paper on chef optimization techniques. Conducted code reviews for grafana and sli implementations. Implemented service mesh solutions to improve system performance by 40%. Led a team of 5 engineers to deliver tracing projects on time. Wrote unit tests and integration tests for azure modules.",devops
"Job Title: Mobile Developer | Education: B.Tech Computer Science | Experience: 10 years at InMobi | Skills: unit testing, fcm, google play, fastlane, expo, uikit, xamarin, xctest, capacitor, mvc, alamofire, ui testing, android studio, cocoapods, realm, ios | Summary: Contributed to open-source google play projects on GitHub. Led a team of 5 engineers to deliver xamarin projects on time. Collaborated with cross-functional teams on ui testing and mvc solutions.",mobile
"Job Title: Cloud Security Engineer | Education: B.E Electronics | Experience: 10 years at Sigmoid | Skills: devsecops, python scripting, nist, owasp, aws security, ids, gdpr, malware analysis | Summary: Developed and maintained gdpr applications using malware analysis and nist. Led a team of 5 engineers to deliver owasp projects on time. Designed and deployed aws security infrastructure using python scripting. Automated malware analysis processes saving 20 hours of manual work weekly. Published research paper on ids optimization techniques.",cybersecurity
"Job Title: NLP Engineer | Education: PhD Machine Learning | Experience: 6 years at Zoho | Skills: rnn, clustering, xgboost, tsne, fine tuning, pandas, seaborn, colab | Summary: Wrote unit tests and integration tests for tsne modules. Optimized xgboost workflows reducing latency by 60% using fine tuning. Contributed to open-source colab projects on GitHub. Led a team of 5 engineers to deliver xgboost projects on time.",machine_learning
"Job Title: Analytics Engineer | Education: B.Tech Information Technology | Experience: 7 years at Freshworks | Skills: orc, logstash, python, flink, data warehouse, java, data lakehouse, parquet, snowflake, databricks, dbt, iceberg, avro, hive, data lake, power bi, elasticsearch | Summary: Migrated legacy systems to modern python architecture using data warehouse. Migrated legacy systems to modern databricks architecture using power bi. Built scalable logstash pipelines with snowflake achieving 99.9% uptime. Migrated legacy systems to modern elasticsearch architecture using avro.",data_engineering
"Job Title: Mobile Developer | Education: B.Tech Computer Science | Experience: 10 years at Amazon India | Skills: expo, swift, flutter, alamofire, sqlite, firebase, cocoapods, push notifications, app store, react native, mvvm, fcm, unit testing | Summary: Developed and maintained mvvm applications using cocoapods and unit testing. Integrated expo with app store for seamless data flow. Published research paper on flutter optimization techniques.",mobile
"Job Title: Cybersecurity Analyst | Education: B.Sc Cybersecurity | Experience: 10 years at Sigmoid | Skills: soc, bash scripting, ethical hacking, python scripting, nist, risk assessment, ssl, incident response, aws security | Summary: Led a team of 5 engineers to deliver risk assessment projects on time. Conducted code reviews for aws security and nist implementations. Automated bash scripting processes saving 20 hours of manual work weekly.",cybersecurity
"Job Title: CI/CD Engineer | Education: M.Tech Computer Science | Experience: 2 years at Mu Sigma | Skills: monitoring, aws, terraform, alerting, puppet, gcp, istio, kubernetes, logging, consul, chef, github actions, nginx, disaster recovery, jenkins, circleci, configuration management | Summary: Wrote unit tests and integration tests for logging modules. Designed and deployed istio infrastructure using consul. Published research paper on aws optimization techniques. Integrated logging with gcp for seamless data flow.",devops
"Job Title: SRE | Education: B.Tech Computer Science | Experience: 1 years at Mu Sigma | Skills: chef, traefik, service mesh, circleci, tracing, go, alerting, configuration management, infrastructure as code, terraform | Summary: Contributed to open-source alerting projects on GitHub. Migrated legacy systems to modern tracing architecture using chef. Published research paper on infrastructure as code optimization techniques.",devops
"Job Title: Big Data Engineer | Education: B.Tech Computer Science | Experience: 6 years at Zoho | Skills: elt, azure data factory, tableau, scala, hdfs, sql, avro, looker | Summary: Designed and deployed elt infrastructure using azure data factory. Built scalable hdfs pipelines with sql achieving 99.9% uptime. Achieved scala certification and applied it in production environments. Published research paper on elt optimization techniques.",data_engineering
"Job Title: Cross-Platform Developer | Education: B.Tech Computer Science | Experience: 5 years at Cognizant | Skills: google play, fastlane, swiftui, spm, espresso, kotlin, capacitor, react native, firebase, swift, cocoapods, jetpack compose, apns, room database, xamarin, android studio, android, app store | Summary: Contributed to open-source room database projects on GitHub. Collaborated with cross-functional teams on spm and espresso solutions. Migrated legacy systems to modern android architecture using capacitor. Conducted code reviews for kotlin and fastlane implementations.",mobile
"Job Title: Data Architect | Education: B.Tech Information Technology | Experience: 8 years at Microsoft India | Skills: java, kibana, etl, snowflake, flink, databricks, data pipeline, hdfs, emr, synapse, nosql, hive, apache spark, data quality, airflow, azure data factory | Summary: Conducted code reviews for snowflake and hdfs implementations. Achieved snowflake certification and applied it in production environments. Optimized java workflows reducing latency by 60% using nosql. Optimized airflow workflows reducing latency by 60% using flink. Conducted code reviews for flink and java implementations.",data_engineering
"Job Title: Software Engineer | Education: BCA | Experience: 3 years at Unacademy | Skills: stripe api, vue.js, meilisearch, typescript, linux, flask, javascript, jest, git, microservices, redis, rest api, payment integration, html, tailwind css, github, angular, jwt | Summary: Developed and maintained html applications using linux and redis. Conducted code reviews for redis and angular implementations. Developed and maintained stripe api applications using javascript and rest api.",fullstack
"Job Title: Analytics Engineer | Education: B.Tech Computer Science | Experience: 2 years at Zomato | Skills: fluentd, flink, snowflake, dbt, delta lake, orc, star schema, synapse, beam, kibana, pig, elt, azure data factory, sql, kafka, data lake | Summary: Led a team of 5 engineers to deliver beam projects on time. Designed and deployed kafka infrastructure using beam. Developed and maintained pig applications using sql and kafka. Migrated legacy systems to modern beam architecture using azure data factory. Achieved synapse certification and applied it in production environments.",data_engineering
"Job Title: ETL Developer | Education: B.Tech Computer Science | Experience: 5 years at TCS | Skills: data quality, pig, emr, luigi, bigquery, kafka, fluentd, etl, snowflake, kibana, databricks | Summary: Integrated pig with luigi for seamless data flow. Implemented kafka solutions to improve system performance by 40%. Optimized luigi workflows reducing latency by 60% using data quality. Optimized luigi workflows reducing latency by 60% using data quality. Developed and maintained bigquery applications using bigquery and data quality.",data_engineering
"Job Title: Product Engineer | Education: B.Tech Computer Science | Experience: 6 years at Zoho | Skills: mongodb, django, bash, git, css, jwt, elasticsearch, react, ci/cd, python, vue.js, microservices, mysql | Summary: Optimized django workflows reducing latency by 60% using mysql. Built scalable vue.js pipelines with ci/cd achieving 99.9% uptime. Achieved elasticsearch certification and applied it in production environments.",fullstack
"Job Title: React Developer | Education: BCA | Experience: 6 years at Mu Sigma | Skills: storybook, rollup, tailwind css, seo, less, web accessibility, angular, css, webpack, performance optimization, animation, three.js, service worker, lazy loading, svelte | Summary: Designed and deployed three.js infrastructure using rollup. Published research paper on animation optimization techniques. Designed and deployed three.js infrastructure using angular. Implemented performance optimization solutions to improve system performance by 40%. Led a team of 5 engineers to deliver svelte projects on time.",frontend
"Job Title: React Native Developer | Education: B.Tech Computer Science | Experience: 1 years at Microsoft India | Skills: flutter, dart, clean architecture, apns, ci/cd mobile, fcm, firebase, android, cocoapods, google play, ios, retrofit, gradle, ionic, swiftui, espresso, realm, app store | Summary: Led a team of 5 engineers to deliver google play projects on time. Developed and maintained app store applications using apns and dart. Optimized gradle workflows reducing latency by 60% using android.",mobile
"Job Title: Cloud Engineer | Education: B.Sc Information Technology | Experience: 6 years at TechCorp India | Skills: disaster recovery, nginx, monitoring, helm, sre, kubernetes, python, argocd, terraform | Summary: Wrote unit tests and integration tests for argocd modules. Built scalable terraform pipelines with sre achieving 99.9% uptime. Migrated legacy systems to modern kubernetes architecture using terraform. Integrated kubernetes with kubernetes for seamless data flow.",devops
"Job Title: NLP Engineer | Education: PhD Machine Learning | Experience: 5 years at Amazon India | Skills: pca, seaborn, python, hyperparameter tuning, lightgbm, feature engineering, clustering, jupyter, classification | Summary: Developed and maintained seaborn applications using hyperparameter tuning and classification. Wrote unit tests and integration tests for pca modules. Achieved python certification and applied it in production environments. Conducted code reviews for jupyter and python implementations. Achieved pca certification and applied it in production environments.",machine_learning
"Job Title: iOS Developer | Education: B.Sc Computer Science | Experience: 5 years at IBM India | Skills: swiftui, objective-c, spm, android studio, uikit, app store, gradle, ci/cd mobile, mvc, expo, xctest, room database, google play, fcm, ionic | Summary: Contributed to open-source uikit projects on GitHub. Integrated android studio with android studio for seamless data flow. Migrated legacy systems to modern ionic architecture using fcm. Built scalable google play pipelines with fcm achieving 99.9% uptime.",mobile
"Job Title: Analytics Engineer | Education: MBA Analytics | Experience: 10 years at Wipro | Skills: fluentd, power bi, emr, elt, glue, bigquery, synapse, star schema, elasticsearch, java, airflow, kafka, parquet, beam, apache spark, avro | Summary: Published research paper on elt optimization techniques. Integrated parquet with glue for seamless data flow. Collaborated with cross-functional teams on power bi and glue solutions. Led a team of 5 engineers to deliver elt projects on time.",data_engineering
"Job Title: Cybersecurity Analyst | Education: M.Tech Information Security | Experience: 10 years at Zomato | Skills: splunk, ips, aws security, cloud security, malware analysis, threat intelligence, penetration testing, devsecops, ethical hacking, risk assessment | Summary: Automated ips processes saving 20 hours of manual work weekly. Automated risk assessment processes saving 20 hours of manual work weekly. Designed and deployed ips infrastructure using ethical hacking. Wrote unit tests and integration tests for threat intelligence modules.",cybersecurity
"Job Title: Site Reliability Engineer | Education: M.Tech Computer Science | Experience: 9 years at Flipkart | Skills: azure, message queue, laravel, flask, spring framework, fastapi, celery, rust, ci/cd, express.js, python, kafka, asp.net, load balancer, github actions, caching | Summary: Integrated azure with rust for seamless data flow. Developed and maintained express.js applications using github actions and spring framework. Migrated legacy systems to modern caching architecture using python.",backend
"Job Title: Data Scientist | Education: B.Tech Electronics | Experience: 9 years at Microsoft India | Skills: python, tsne, lightgbm, numpy, colab, model deployment, clustering, cnn, cross validation, pandas, transfer learning, pytorch, bert, transformers, jupyter, computer vision, regression, wandb | Summary: Automated tsne processes saving 20 hours of manual work weekly. Developed and maintained clustering applications using colab and bert. Achieved lightgbm certification and applied it in production environments. Migrated legacy systems to modern cnn architecture using bert. Optimized bert workflows reducing latency by 60% using colab.",machine_learning
"Job Title: Penetration Tester | Education: B.E Electronics | Experience: 9 years at IBM India | Skills: tls, qradar, risk assessment, active directory, ethical hacking, malware analysis, azure security, bash scripting, nmap | Summary: Achieved tls certification and applied it in production environments. Migrated legacy systems to modern azure security architecture using bash scripting. Integrated bash scripting with risk assessment for seamless data flow. Migrated legacy systems to modern azure security architecture using qradar. Conducted code reviews for risk assessment and active directory implementations.",cybersecurity
"Job Title: Pipeline Engineer | Education: B.Tech Computer Science | Experience: 10 years at TechCorp India | Skills: synapse, prefect, nosql, flink, avro, hive, pig, data quality, data warehouse | Summary: Designed and deployed avro infrastructure using nosql. Contributed to open-source data warehouse projects on GitHub. Automated data quality processes saving 20 hours of manual work weekly.",data_engineering
"Job Title: Data Platform Engineer | Education: MBA Analytics | Experience: 4 years at Tiger Analytics | Skills: hive, snowflake, luigi, data warehouse, kafka, data lake, kibana, metabase, nifi, tableau, sql | Summary: Automated tableau processes saving 20 hours of manual work weekly. Designed and deployed nifi infrastructure using snowflake. Developed and maintained data lake applications using hive and snowflake.",data_engineering
"Job Title: Cross-Platform Developer | Education: BCA | Experience: 7 years at TechCorp India | Skills: xamarin, push notifications, android, uikit, flutter, ci/cd mobile, espresso, cocoapods, material design, react native, spm, swiftui, android studio | Summary: Built scalable swiftui pipelines with cocoapods achieving 99.9% uptime. Migrated legacy systems to modern swiftui architecture using react native. Wrote unit tests and integration tests for flutter modules. Collaborated with cross-functional teams on spm and push notifications solutions.",mobile
"Job Title: iOS Developer | Education: B.Tech Information Technology | Experience: 6 years at Fractal Analytics | Skills: firebase, retrofit, ionic, material design, apns, java, ui testing, uikit, app store, fastlane, push notifications, react native, unit testing, core data, espresso, spm | Summary: Developed and maintained firebase applications using retrofit and retrofit. Achieved retrofit certification and applied it in production environments. Automated apns processes saving 20 hours of manual work weekly.",mobile
"Job Title: Node.js Developer | Education: M.Tech Computer Science | Experience: 8 years at Swiggy | Skills: gcp, ci/cd, rabbitmq, nosql, django, python, go, jwt, load balancer, docker, aws, golang, terraform, rest api, jpa | Summary: Wrote unit tests and integration tests for golang modules. Designed and deployed jwt infrastructure using gcp. Built scalable jwt pipelines with rabbitmq achieving 99.9% uptime.",backend
"Job Title: Flutter Developer | Education: B.Sc Computer Science | Experience: 7 years at Amazon India | Skills: okhttp, spm, fastlane, app store, xctest, swiftui, capacitor, retrofit, gradle, clean architecture, xamarin | Summary: Developed and maintained capacitor applications using xamarin and fastlane. Optimized xamarin workflows reducing latency by 60% using swiftui. Optimized spm workflows reducing latency by 60% using retrofit.",mobile
"Job Title: Security Engineer | Education: M.Tech Information Security | Experience: 3 years at Sigmoid | Skills: ctf, ssl, compliance, metasploit, ids, ips, active directory, soc, firewall, risk assessment, ldap, hipaa, zero trust, nmap, powershell, splunk | Summary: Conducted code reviews for metasploit and ids implementations. Conducted code reviews for ips and compliance implementations. Collaborated with cross-functional teams on compliance and soc solutions.",cybersecurity
"Job Title: Vue.js Developer | Education: B.E Computer Engineering | Experience: 6 years at Microsoft India | Skills: sass, javascript, websockets, webpack, react, next.js, react testing library, axios, code splitting, performance optimization, figma, css | Summary: Conducted code reviews for css and react testing library implementations. Migrated legacy systems to modern figma architecture using react. Optimized axios workflows reducing latency by 60% using react testing library. Wrote unit tests and integration tests for css modules.",frontend
"Job Title: React Developer | Education: B.Tech Information Technology | Experience: 10 years at InMobi | Skills: context api, zustand, apollo, javascript, fetch api, performance optimization, d3.js, websockets, prettier, cypress, css, vite, seo, storybook, progressive web app | Summary: Achieved performance optimization certification and applied it in production environments. Developed and maintained d3.js applications using context api and websockets. Conducted code reviews for progressive web app and zustand implementations. Designed and deployed prettier infrastructure using zustand. Led a team of 5 engineers to deliver vite projects on time.",frontend
"Job Title: Deep Learning Engineer | Education: B.Tech Computer Science | Experience: 4 years at Razorpay | Skills: computer vision, scikit-learn, attention mechanism, umap, cnn, automl, nlp, clustering, catboost | Summary: Integrated attention mechanism with clustering for seamless data flow. Built scalable catboost pipelines with nlp achieving 99.9% uptime. Migrated legacy systems to modern scikit-learn architecture using clustering. Implemented computer vision solutions to improve system performance by 40%. Migrated legacy systems to modern cnn architecture using clustering.",machine_learning
"Job Title: Java Developer | Education: B.Sc Computer Science | Experience: 3 years at Tiger Analytics | Skills: github actions, php, linux, rust, celery, nosql, node.js, laravel, express.js | Summary: Migrated legacy systems to modern linux architecture using nosql. Contributed to open-source node.js projects on GitHub. Achieved celery certification and applied it in production environments.",backend
"Job Title: Information Security Engineer | Education: B.Tech Computer Science | Experience: 10 years at Cognizant | Skills: vpn, ctf, ethical hacking, ips, web application security, ids, reverse engineering, nist, malware analysis, metasploit | Summary: Optimized metasploit workflows reducing latency by 60% using metasploit. Contributed to open-source nist projects on GitHub. Achieved metasploit certification and applied it in production environments. Published research paper on ids optimization techniques.",cybersecurity
"Job Title: Kubernetes Engineer | Education: M.Tech Computer Science | Experience: 2 years at Zoho | Skills: bash, chef, flux, traefik, high availability, tracing, load balancing, slo, ansible, jenkins | Summary: Led a team of 5 engineers to deliver load balancing projects on time. Designed and deployed traefik infrastructure using load balancing. Led a team of 5 engineers to deliver load balancing projects on time. Implemented high availability solutions to improve system performance by 40%. Conducted code reviews for high availability and tracing implementations.",devops
"Job Title: CI/CD Engineer | Education: AWS Certified | Experience: 1 years at Swiggy | Skills: puppet, logging, gitops, tracing, azure, gitlab ci, vault, configuration management, monitoring, ansible, terraform, github actions, opentelemetry | Summary: Migrated legacy systems to modern monitoring architecture using vault. Developed and maintained terraform applications using vault and monitoring. Implemented azure solutions to improve system performance by 40%.",devops
"Job Title: Frontend Developer | Education: B.Tech Computer Science | Experience: 6 years at Swiggy | Skills: typescript, seo, html, svelte, progressive web app, figma, web accessibility, react query, tailwind css, animation, d3.js | Summary: Integrated web accessibility with html for seamless data flow. Migrated legacy systems to modern figma architecture using svelte. Collaborated with cross-functional teams on animation and typescript solutions.",frontend
"Job Title: Machine Learning Engineer | Education: B.Tech Electronics | Experience: 7 years at Accenture | Skills: jupyter, bert, huggingface, wandb, rnn, deep learning, automl, clustering | Summary: Designed and deployed bert infrastructure using rnn. Automated automl processes saving 20 hours of manual work weekly. Implemented rnn solutions to improve system performance by 40%. Developed and maintained bert applications using automl and deep learning.",machine_learning
"Job Title: Cybersecurity Analyst | Education: CISSP | Experience: 2 years at TCS | Skills: owasp, compliance, burp suite, hipaa, vpn, aws security, powershell, web application security, ssl, reverse engineering, ctf, kali linux, cryptography, ethical hacking, firewall, ids, nist, penetration testing | Summary: Conducted code reviews for compliance and burp suite implementations. Integrated burp suite with ethical hacking for seamless data flow. Published research paper on firewall optimization techniques. Designed and deployed ssl infrastructure using nist. Built scalable burp suite pipelines with web application security achieving 99.9% uptime.",cybersecurity
"Job Title: Data Scientist | Education: M.Tech Artificial Intelligence | Experience: 6 years at Sigmoid | Skills: fine tuning, python, pandas, transformers, data augmentation, jupyter, lstm, gradient descent, catboost, mlflow | Summary: Integrated transformers with catboost for seamless data flow. Integrated python with jupyter for seamless data flow. Contributed to open-source python projects on GitHub. Contributed to open-source jupyter projects on GitHub.",machine_learning
"Job Title: Cloud Engineer | Education: B.Sc Computer Science | Experience: 2 years at Mu Sigma | Skills: express.js, laravel, kubernetes, docker, nosql, flask, fastapi, rabbitmq | Summary: Achieved docker certification and applied it in production environments. Designed and deployed fastapi infrastructure using rabbitmq. Migrated legacy systems to modern nosql architecture using docker. Designed and deployed docker infrastructure using express.js.",backend
"Job Title: Software Engineer | Education: BCA | Experience: 5 years at Swiggy | Skills: bash, microservices, mongodb, nginx, node.js, rest api, docker, flask, next.js, webpack, postgresql, html, django, css, tailwind css, jest, mysql | Summary: Integrated jest with flask for seamless data flow. Wrote unit tests and integration tests for jest modules. Achieved node.js certification and applied it in production environments.",fullstack
"Job Title: Web Developer | Education: MCA | Experience: 5 years at InMobi | Skills: agile, vue.js, flask, graphql, node.js, stripe api, django, microservices, docker | Summary: Integrated stripe api with agile for seamless data flow. Contributed to open-source node.js projects on GitHub. Optimized flask workflows reducing latency by 60% using stripe api. Implemented vue.js solutions to improve system performance by 40%. Led a team of 5 engineers to deliver django projects on time.",fullstack
"Job Title: React Developer | Education: Diploma in Web Development | Experience: 7 years at InMobi | Skills: tailwind css, graphql, animation, figma, apollo, less, websockets, jest, code splitting, redux, react testing library, vue.js, fetch api, lazy loading | Summary: Optimized tailwind css workflows reducing latency by 60% using react testing library. Collaborated with cross-functional teams on apollo and websockets solutions. Collaborated with cross-functional teams on less and tailwind css solutions. Optimized fetch api workflows reducing latency by 60% using jest.",frontend
"Job Title: Full Stack Developer | Education: B.E Computer Engineering | Experience: 2 years at Tiger Analytics | Skills: websockets, ci/cd, redis, stripe api, mysql, aws, bash, jest, cypress, react, mongodb, payment integration, nginx | Summary: Wrote unit tests and integration tests for stripe api modules. Contributed to open-source react projects on GitHub. Achieved redis certification and applied it in production environments.",fullstack
"Job Title: Mobile Developer | Education: B.Tech Computer Science | Experience: 4 years at Cognizant | Skills: clean architecture, swiftui, alamofire, dart, ui testing, core data, google play, expo, kotlin, xctest, flutter, material design, spm, room database, xcode, swift, mvvm | Summary: Led a team of 5 engineers to deliver expo projects on time. Integrated xcode with material design for seamless data flow. Automated swift processes saving 20 hours of manual work weekly. Led a team of 5 engineers to deliver kotlin projects on time.",mobile
"Job Title: Flutter Developer | Education: B.Sc Computer Science | Experience: 2 years at Mu Sigma | Skills: fastlane, clean architecture, android studio, xcode, objective-c, react native, cocoapods, swift, swiftui, ui testing, unit testing, okhttp, apns, mvvm, flutter, android, core data, material design | Summary: Designed and deployed clean architecture infrastructure using swift. Contributed to open-source android studio projects on GitHub. Conducted code reviews for cocoapods and android implementations.",mobile
"Job Title: AI Engineer | Education: M.Tech Artificial Intelligence | Experience: 1 years at Ola | Skills: lstm, pytorch, rnn, transformers, pca, gpt, pandas, umap, hyperparameter tuning, feature engineering, xgboost, dimensionality reduction | Summary: Wrote unit tests and integration tests for gpt modules. Published research paper on dimensionality reduction optimization techniques. Built scalable dimensionality reduction pipelines with pytorch achieving 99.9% uptime.",machine_learning
"Job Title: Software Engineer | Education: B.Sc Computer Science | Experience: 1 years at Microsoft India | Skills: git, stripe api, django, aws, nginx, graphql, angular, python, mongodb, websockets, ci/cd, rest api, postgresql, meilisearch, agile, payment integration, vue.js, microservices | Summary: Migrated legacy systems to modern postgresql architecture using graphql. Automated payment integration processes saving 20 hours of manual work weekly. Achieved python certification and applied it in production environments. Optimized postgresql workflows reducing latency by 60% using meilisearch. Developed and maintained django applications using django and vue.js.",fullstack
"Job Title: MEAN Stack Developer | Education: B.Sc Computer Science | Experience: 7 years at Tiger Analytics | Skills: react, mysql, aws, redis, jest, stripe api, tailwind css, flask, docker, vue.js, html, express.js, webpack | Summary: Contributed to open-source aws projects on GitHub. Designed and deployed express.js infrastructure using redis. Migrated legacy systems to modern express.js architecture using aws. Optimized redis workflows reducing latency by 60% using vue.js.",fullstack
"Job Title: MERN Stack Developer | Education: B.Tech Computer Science | Experience: 7 years at Cognizant | Skills: redis, jwt, mysql, vue.js, elasticsearch, aws, rest api, typescript, payment integration, ci/cd, tailwind css, graphql, django, git, agile, meilisearch, jest | Summary: Published research paper on elasticsearch optimization techniques. Developed and maintained django applications using redis and typescript. Conducted code reviews for git and typescript implementations. Led a team of 5 engineers to deliver graphql projects on time. Published research paper on aws optimization techniques.",fullstack
"Job Title: Frontend Developer | Education: B.Tech Computer Science | Experience: 9 years at Sigmoid | Skills: tailwind css, figma, angular, wcag, javascript, gsap, websockets, babel | Summary: Designed and deployed javascript infrastructure using gsap. Conducted code reviews for wcag and tailwind css implementations. Published research paper on tailwind css optimization techniques.",frontend
"Job Title: MLOps Engineer | Education: B.Sc Statistics | Experience: 4 years at Wipro | Skills: reinforcement learning, cross validation, transformers, keras, neural networks, jupyter, catboost, colab, automl, pandas, deep learning, pytorch, attention mechanism, numpy, scikit-learn, cnn, rnn | Summary: Automated reinforcement learning processes saving 20 hours of manual work weekly. Designed and deployed rnn infrastructure using cross validation. Collaborated with cross-functional teams on neural networks and deep learning solutions. Wrote unit tests and integration tests for colab modules. Automated attention mechanism processes saving 20 hours of manual work weekly.",machine_learning
"Job Title: Frontend Developer | Education: BCA | Experience: 3 years at TCS | Skills: sass, lazy loading, context api, adobe xd, css, bootstrap, progressive web app, angular, figma, axios, cypress, vite, tailwind css | Summary: Achieved lazy loading certification and applied it in production environments. Wrote unit tests and integration tests for cypress modules. Contributed to open-source context api projects on GitHub.",frontend
"Job Title: Mobile Developer | Education: MCA | Experience: 8 years at Zoho | Skills: firebase, ci/cd mobile, xamarin, jetpack compose, dart, uikit, unit testing, swiftui, spm, room database, cocoapods, okhttp, flutter, app store, retrofit | Summary: Wrote unit tests and integration tests for swiftui modules. Migrated legacy systems to modern cocoapods architecture using xamarin. Designed and deployed dart infrastructure using room database. Led a team of 5 engineers to deliver flutter projects on time. Integrated swiftui with uikit for seamless data flow.",mobile
